anio_hecho,mes_hecho,fecha_hecho,hora_hecho,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_hecho,colonia_catalogo,latitud,longitud,mes_numerico,hora,lat_anon,lon_anon
2024,Abril,2024-04-24,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,LA PRIMAVERA,Primavera,19.269189333261,-99.2042022363812,4,21,19.269,-99.204
2024,Mayo,2024-05-12,00:29:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIGUEL HIDALGO 3A SECCIÓN,Miguel Hidalgo 3a Seccion,19.2834017712854,-99.2100351466938,5,0,19.283,-99.21
2024,Mayo,2024-05-12,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VILLA LÁZARO CÁRDENAS,Villa Lazaro Cardenas,19.2966003814127,-99.1379110696778,5,12,19.297,-99.138
2024,Mayo,2024-05-11,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,3 SIN DETENIDO,SANTA ÚRSULA XITLA,Pedregal De Santa Ursula Xitla,19.2732907042382,-99.1805188545634,5,15,19.273,-99.181
2024,Mayo,2024-05-08,10:42:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,NUEVA ORIENTAL COAPA,Nueva Oriental Coapa,19.2975043398338,-99.1294620499999,5,10,19.298,-99.129
2024,Mayo,2024-05-12,18:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.3008298898342,-99.1697021599999,5,18,19.301,-99.17
2024,Mayo,2024-05-12,18:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,SAN NICOLÁS 2,Desconocido,19.2673457098343,-99.2336406599998,5,18,19.267,-99.234
2024,Mayo,2024-05-12,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SOLIDARIDAD,Desconocido,19.2647804798344,-99.2293424199999,5,18,19.265,-99.229
2024,Mayo,2024-05-12,18:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,Pedregal De San Nicolas 3a Seccion,19.2829283298341,-99.2409436399999,5,18,19.283,-99.241
2024,Mayo,2024-05-12,19:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo Ocotla,19.193543411939,-99.163831211384,5,19,19.194,-99.164
2024,Mayo,2024-05-12,15:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,3 SIN DETENIDO,CHICHICASPATL,Chichicaspatl,19.2766427222359,-99.2441829285342,5,15,19.277,-99.244
2024,Mayo,2024-05-12,17:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Juventud Unida,19.2682538621152,-99.1525049392665,5,17,19.268,-99.153
2024,Marzo,2024-03-12,18:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2839802598336,-99.1757458399999,3,18,19.284,-99.176
2024,Mayo,2024-05-11,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.2995692351865,-99.1691108916139,5,21,19.3,-99.169
2024,Mayo,2024-05-12,11:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,TLALPAN CENTRO I,Tlalpan,19.2930798852835,-99.1787248759429,5,11,19.293,-99.179
2024,Mayo,2024-05-12,22:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.291413219834,-99.1491383299999,5,22,19.291,-99.149
2024,Mayo,2024-05-12,21:22:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.2916564398336,-99.2397008399998,5,21,19.292,-99.24
2024,Mayo,2024-05-12,20:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOMAS DE CUILOTEPEC,Lomas De Cuilotepec,19.2702205891811,-99.2327346299902,5,20,19.27,-99.233
2024,Mayo,2024-05-12,20:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2659789398335,-99.1690165799999,5,20,19.266,-99.169
2024,Mayo,2024-05-13,00:30:00,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,MIGUEL HIDALGO 1A SECCIÓN,Miguel Hidalgo,19.2852264998343,-99.1883207099999,5,0,19.285,-99.188
2024,Mayo,2024-05-12,19:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.2990937765984,-99.1721936345422,5,19,19.299,-99.172
2024,Mayo,2024-05-12,23:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL XICALCO,Pueblo San Miguel Xicalco,19.2337236298342,-99.1617091699999,5,23,19.234,-99.162
2024,Mayo,2024-05-12,19:00:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2878410898339,-99.1672781099999,5,19,19.288,-99.167
2024,Mayo,2024-05-13,02:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,SAN MIGUEL TOPILEJO,Desconocido,19.2071473698346,-99.1503855599999,5,2,19.207,-99.15
2024,Mayo,2024-05-10,06:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TECORRAL,Tecorral,19.2594397398341,-99.1654823699999,5,6,19.259,-99.165
2024,Marzo,2024-03-01,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA,A,1 CON DETENIDO 1 C/D,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2730061598342,-99.2142744399999,3,9,19.273,-99.214
2024,Mayo,2024-05-10,07:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,PARRES EL GUARDA,Desconocido,19.1274302398348,-99.1748499899999,5,7,19.127,-99.175
2024,Mayo,2024-05-11,02:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,LOMAS DE PADIERNA,Lomas De Padierna,19.2923986748274,-99.2181374611128,5,2,19.292,-99.218
2024,Mayo,2024-05-10,21:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,BOSQUES DEL PEDREGAL,Bosques Del Pedregal,19.2704255098337,-99.2378034399998,5,21,19.27,-99.238
2024,Abril,2024-04-18,06:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,GRANJAS COAPA,Rinconada Coapa 2a Seccion,19.2997951498336,-99.1138270499999,4,6,19.3,-99.114
2024,Mayo,2024-05-12,21:27:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2667731598343,-99.1711398199999,5,21,19.267,-99.171
2023,Noviembre,2023-11-16,17:30:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.2026433298339,-99.1491414599999,11,17,19.203,-99.149
2024,Mayo,2024-05-11,19:04:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.1982338154677,-99.1475641252698,5,19,19.198,-99.148
2024,Abril,2024-04-28,11:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN MIGUEL AJUSCO,Pueblo San Miguel Ajusco,19.227099119834,-99.2062090299999,4,11,19.227,-99.206
2024,Mayo,2024-05-12,13:50:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2895632398342,-99.1686359799999,5,13,19.29,-99.169
2024,Mayo,2024-05-06,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VALLE DE TEPEPAN,Valle De Tepepan,19.2740543598338,-99.1439254599999,5,12,19.274,-99.144
2023,Noviembre,2023-11-14,10:51:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,TEPEXIMILPA SERVIMET,San Juan Tepeximilpa,19.2719016198335,-99.1930628599999,11,10,19.272,-99.193
2024,Mayo,2024-05-13,07:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2672461972967,-99.2063286508369,5,7,19.267,-99.206
2024,Abril,2024-04-24,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,NUEVA ORIENTAL COAPA,Nueva Oriental Coapa,19.2975421198339,-99.1305425799999,4,12,19.298,-99.131
2024,Enero,2024-01-27,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,NARCISO MENDOZA SUPER MANZANA 4 VILLA COAPA,Narciso Mendoza,19.2917878998343,-99.1230350699999,1,12,19.292,-99.123
2024,Mayo,2024-05-13,14:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2961421898336,-99.1554576199999,5,14,19.296,-99.155
2024,Mayo,2024-05-13,10:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 3A SECCIÓN,Miguel Hidalgo 2a Seccion,19.2835220198339,-99.2024150499999,5,10,19.284,-99.202
2024,Mayo,2024-05-12,21:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,LOMAS DE PADIERNA,Lomas De Padierna,19.2976752398339,-99.2302201699998,5,21,19.298,-99.23
2024,Mayo,2024-05-07,13:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Pedregal De San Nicolas 2a Seccion,19.2871119698338,-99.2311415099998,5,13,19.287,-99.231
2024,Mayo,2024-05-12,02:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL AJUSCO,Pueblo San Miguel Ajusco,19.2268635898345,-99.1973289099999,5,2,19.227,-99.197
2024,Mayo,2024-05-13,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,POLOTLAN,La Joya,19.2846309098335,-99.1631475099999,5,17,19.285,-99.163
2024,Mayo,2024-05-13,15:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BARRIO DEL NIÑO JESÚS,Barrio Del Niño Jesus,19.2854245998339,-99.1606624399999,5,15,19.285,-99.161
2024,Mayo,2024-05-11,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOMAS ALTAS DE PADIERNA SUR,Lomas De Padierna Sur,19.2743505898339,-99.2257462399999,5,12,19.274,-99.226
2024,Mayo,2024-05-12,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,LOMAS HIDALGO,Chimilli,19.2713540104774,-99.2161794981828,5,16,19.271,-99.216
2024,Abril,2024-04-16,06:40:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2545261298343,-99.1777870099999,4,6,19.255,-99.178
2024,Mayo,2024-05-13,18:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2956694298342,-99.1846259699999,5,18,19.296,-99.185
2024,Mayo,2024-05-13,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,MIGUEL HIDALGO 2A SECCIÓN,Miguel Hidalgo 1a Seccion,19.2806928190085,-99.1924774704003,5,21,19.281,-99.192
2024,Mayo,2024-05-13,19:35:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Desconocido,19.2711996498339,-99.2056605199998,5,19,19.271,-99.206
2024,Mayo,2024-05-13,17:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2975280386094,-99.1474083782789,5,17,19.298,-99.147
2024,Mayo,2024-05-13,12:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,EQUIPAMIENTO FABRICA FISISA,Peña Pobre,19.2995647798343,-99.1792139399999,5,12,19.3,-99.179
2024,Mayo,2024-05-11,23:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.2939612598335,-99.2382828899998,5,23,19.294,-99.238
2024,Mayo,2024-05-10,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,LOS CIPRESES,La Palma,19.2434057280373,-99.1496870124346,5,14,19.243,-99.15
2024,Mayo,2024-05-13,23:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,VILLA LÁZARO CÁRDENAS,Villa Lazaro Cardenas,19.2975497098343,-99.1385315399999,5,23,19.298,-99.139
2024,Mayo,2024-05-13,12:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2697935417149,-99.2099454654025,5,12,19.27,-99.21
2024,Mayo,2024-05-14,05:25:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Pedregal De San Nicolas 2a Seccion,19.2882651398342,-99.2334951499999,5,5,19.288,-99.233
2024,Mayo,2024-05-07,20:11:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN ALVARO OBREGÓN,UAT-AO-4,UI-1SD,VILLA LÁZARO CÁRDENAS,Villa Lazaro Cardenas,19.2989781698335,-99.1413756299999,5,20,19.299,-99.141
2024,Mayo,2024-05-14,08:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,VERGEL COAPA,Vergel Coapa,19.3044453998336,-99.1262966399999,5,8,19.304,-99.126
2024,Mayo,2024-05-14,06:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PROLONGACION LOS ANGELES,Pueblo Ocotla,19.2114412298342,-99.1562025999999,5,6,19.211,-99.156
2024,Mayo,2024-05-08,13:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,COLEGIO MEXICO,Vergel Del Sur,19.299374919834,-99.1417166599999,5,13,19.299,-99.142
2024,Mayo,2024-05-13,16:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2436130378305,-99.1687553783814,5,16,19.244,-99.169
2024,Mayo,2024-05-13,17:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BARRIO DEL NIÑO JESÚS,Barrio Del Niño Jesus,19.2898727298341,-99.1622717699999,5,17,19.29,-99.162
2024,Mayo,2024-05-14,07:10:00,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.3006798998342,-99.1475517999999,5,7,19.301,-99.148
2024,Mayo,2024-05-13,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,Pedregal De San Nicolas 3a Seccion,19.2835916398337,-99.2326663399999,5,18,19.284,-99.233
2024,Mayo,2024-05-14,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2799775698339,-99.2318549799999,5,10,19.28,-99.232
2024,Mayo,2024-05-08,22:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2730710398338,-99.1698359299999,5,22,19.273,-99.17
2017,Junio,2017-06-30,00:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DE DELITOS FINANCIEROS,T,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.3025139298338,-99.2003872999999,6,0,19.303,-99.2
2024,Abril,2024-04-16,18:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",A,UI-5SD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Barrio Del Niño Jesus,19.2870621185968,-99.1577393350727,4,18,19.287,-99.158
2024,Mayo,2024-05-14,08:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,ARENAL,Pueblo San Miguel Topilejo,19.2060392298343,-99.1389875099999,5,8,19.206,-99.139
2024,Mayo,2024-05-14,09:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,VERANO,Verano,19.2664833749613,-99.2000186698997,5,9,19.266,-99.2
2024,Mayo,2024-05-11,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,BOSQUES DEL PEDREGAL,Bosques Del Pedregal,19.2716059598341,-99.2422750799999,5,9,19.272,-99.242
2024,Mayo,2024-05-09,03:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2937815198341,-99.1575215799999,5,3,19.294,-99.158
2024,Mayo,2024-05-14,08:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,2 SIN DETENIDO,VERANO,Verano,19.2664687139055,-99.2007339939542,5,8,19.266,-99.201
2024,Mayo,2024-05-13,02:20:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,PARQUE DEL PEDREGAL,Parque Del Pedregal,19.2966927998335,-99.1919155399999,5,2,19.297,-99.192
2024,Mayo,2024-05-14,13:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-2CD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2497399262088,-99.1722320350465,5,13,19.25,-99.172
2024,Mayo,2024-05-07,20:00:00,VIOLACIÓN,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-7,FDS-7-02,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2747961421099,-99.1694904791041,5,20,19.275,-99.169
2024,Mayo,2024-05-14,07:30:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Desconocido,19.2261164698343,-99.1754333699999,5,7,19.226,-99.175
2024,Mayo,2024-05-13,13:55:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,A.M.S.A,A M S A,19.284684079834,-99.1375243699999,5,13,19.285,-99.138
2023,Abril,2023-04-27,13:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DEL DELITO DE ROBO DE VEHÍCULOS Y TRANSPORTE,ORIENTEII,UI-2CD,RESIDENCIAL VILLA COAPA SUPER MANZANA 1,Residencial Villa Coapa,19.2911811467142,-99.1179425697405,4,13,19.291,-99.118
2024,Febrero,2024-02-21,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.257397589834,-99.1769555199999,2,14,19.257,-99.177
2024,Mayo,2024-05-14,13:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,VILLA LÁZARO CÁRDENAS,Villa Lazaro Cardenas,19.2998913398335,-99.1447099999999,5,13,19.3,-99.145
2024,Mayo,2024-05-14,14:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,PLAZA COAPA,Villa Coapa,19.2926461098335,-99.1242125599999,5,14,19.293,-99.124
2024,Mayo,2024-05-14,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BARRIO LA LONJA,Barrio La Lonja,19.2912113298339,-99.1789410299999,5,12,19.291,-99.179
2024,Mayo,2024-05-13,16:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIRADOR II,Mirador Ii,19.2701076296735,-99.2240909002179,5,16,19.27,-99.224
2024,Abril,2024-04-28,05:25:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ARENAL TEPEPAN,Arenal Tepepan,19.288187929834,-99.1538751099999,4,5,19.288,-99.154
2024,Mayo,2024-05-01,10:44:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PEDREGAL DE LAS ÁGUILAS,Los Volcanes,19.2710413998344,-99.1740091099999,5,10,19.271,-99.174
